,CTDD_hydrophobicity_ZIMJ680101.3.residue25,CTDD_solventaccess.2.residue0,CTDD_solventaccess.2.residue25,Z5__31,CTDD_solventaccess.2.residue50,SER_C,CTDD_solventaccess.3.residue0,CTDD_solventaccess.3.residue25,Z5__36,CTDD_solventaccess.3.residue50,CTDD_solventaccess.3.residue100,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G3,Isoelectric_point,CTDD_hydrophobicity_FASG890101.1.residue0,CTDD_hydrophobicity_ENGD860101.1.residue25,CTDD_hydrophobicity_ENGD860101.1.residue0,Ez__23,RRI_F,Ez__22,Z5__53,CTDC_hydrophobicity_PONP930101.G3,ABHPRK__17,CTDD_hydrophobicity_CASG920101.2.residue25,Z5__56,CTDD_hydrophobicity_CASG920101.2.residue0,CTDD_polarity.3.residue25,CTDC_hydrophobicity_FASG890101.G1,CTDD_hydrophobicity_CASG920101.1.residue25,Z5__46,Ez__17,CTDD_solventaccess.1.residue25,CTDD_hydrophobicity_FASG890101.1.residue25,CTDD_polarity.3.residue50,QSO3_SC_C,Z3__26,Z3__21,CTDD_polarity.1.residue25,CTDD_polarity.1.residue0,CTDD_normwaalsvolume.3.residue25,CTDD_normwaalsvolume.3.residue0,QSO3_SC_L,CTDD_polarizability.2.residue100,CTDD_polarizability.3.residue0,CTDD_polarizability.3.residue25,CTDD_normwaalsvolume.2.residue100,CTDD_solventaccess.1.residue0,CTDD_normwaalsvolume.2.residue25,CTDD_charge.1.residue0,CTDD_charge.1.residue25,CTDD_charge.1.residue50,CTDD_charge.1.residue75,SEP_L,CTDD_charge.2.residue0,CTDD_charge.2.residue25,Z3__6,SEP_C,CTDD_hydrophobicity_FASG890101.3.residue25,Z5__21,CTDD_hydrophobicity_FASG890101.3.residue0,CTDD_hydrophobicity_FASG890101.1.residue50,CTDD_normwaalsvolume.2.residue0,CTDD_hydrophobicity_CASG920101.1.residue0,Ez__20,Ez__14,APAAC_Pc1.L,Ez__15,Cougar__15,Cougar__14,OVP_Polar_N1,CTDC_solventaccess.G2,Cougar__13,Cougar__12,OVP_Aromatic_N2,Cougar__11,OVP_Negative_N2,OVP_Polar_N2,OVP_Hydrophobic_N2,Cougar__7,APAAC_Pc1.C,OVP_Charged_N2,CTDD_hydrophobicity_ZIMJ680101.3.residue0,CTDD_hydrophobicity_PRAM900101.3.residue100,GAAC_postivecharge,OVP_Aromatic_C5,AAC_C,CTDD_hydrophobicity_ARGP820101.3.residue0,ABHPRK__76,CTDD_hydrophobicity_PONP930101.1.residue0,CTDD_hydrophobicity_ARGP820101.3.residue25,MSW__18,DDR_C,CTDD_hydrophobicity_PRAM900101.1.residue75,CTDD_hydrophobicity_PRAM900101.1.residue50,CTDD_hydrophobicity_PRAM900101.1.residue25,CTDD_hydrophobicity_PRAM900101.1.residue0,CTDD_hydrophobicity_PRAM900101.2.residue100,Cougar__16,OVPC_Charged,Cougar__21,Z5__66,Ez__13,Ez__12,CTDD_hydrophobicity_PONP930101.3.residue25,Ez__10,Z5__71,Z5__72,Ez__9,Ez__8,Ez__7,Ez__6,Ez__1,Cougar__30,Cougar__29,Cougar__28,CTDD_hydrophobicity_PONP930101.3.residue0,CTDD_polarity.3.residue0,OVPC_Positive,CTDD_hydrophobicity_PONP930101.1.residue25,CTDD_hydrophobicity_PONP930101.2.residue25,CTDC_polarity.G3,Boman_Index,CTDC_polarity.G1,Cougar__26,Cougar__27,formula_S,MSW__20,Ez__27,Z5__6,APAAC_Pc1.R,Geary_CHAM820102.lag1,Z5__61,CTDD_hydrophobicity_ENGD860101.1.residue50,Z5__16,Z5__51,Ez__24,Z3__3,MSW__27,TM_tend,MSW__6,Cougar__2,Ez__16,Calculate_charge,Ez__21,CTDD_hydrophobicity_ZIMJ680101.2.residue100,Geary_CHAM820101.lag1,MSW__21,CTDD_polarizability.2.residue25,CTDD_hydrophobicity_ZIMJ680101.3.residue100,Ez__11,APAAC_Pc1.I,CTDD_polarizability.2.residue0,CTDD_solventaccess.2.residue75,CTDD_hydrophobicity_ARGP820101.1.residue25,CTDD_hydrophobicity_PONP930101.2.residue0,CTDD_normwaalsvolume.3.residue50,CTDD_polarizability.3.residue100,CTDD_normwaalsvolume.3.residue100,CTDD_polarity.3.residue75,CTDD_polarizability.3.residue50,CTDD_charge.1.residue100,ABHPRK__16,MSW__24,Z3__12,Z5__1,Charge_acid,QSO3_SC_R,CTDD_hydrophobicity_CASG920101.2.residue50,QSO3_SC2,Z5__22,CTDD_hydrophobicity_ARGP820101.1.residue0,ABHPRK__77,APAAC_Pc1.K,Ez__25,ABHPRK__1,OVP_Aliphatic_C5,Cougar__6,CTDD_hydrophobicity_ARGP820101.3.residue100,Z5__41,Cougar__22,OVP_Hydrophobic_N1,CTDD_solventaccess.1.residue50,SER_L,AAC_L,Ez__18,OVP_Charged_N3,DDR_K,CTDC_charge.G2,Geary_BIGC670101.lag1,CTDD_hydrophobicity_ENGD860101.1.residue100,Cougar__24,CTDC_charge.G3,CTDD_hydrophobicity_ENGD860101.3.residue100,Cougar__3,CTDC_hydrophobicity_PONP930101.G1,MSW__23,CTDC_hydrophobicity_ENGD860101.G3,OVPC_Negative,CTDD_hydrophobicity_PRAM900101.3.residue0,GAAC_negativecharge,CTDD_polarity.2.residue25,QSO3_SC1,ABHPRK__20,QSO3_G1,Ez__29,CTDC_hydrophobicity_ENGD860101.G1,Z5__20,CTDD_hydrophobicity_PRAM900101.3.residue25,MSW__26,CTDD_charge.3.residue75,y,MotifBitVec_LMK,MotifBitVec_ADV,MotifBitVec_AGIGIL,MotifBitVec_AQID,MotifBitVec_EFP,MotifBitVec_AVADE,MotifBitVec_VDEV,MotifBitVec_ITD
Positive_256,-0.37037037,1.923076923,1.923076923,0.257326434,2,0,0,0,0.373579949,-0.125,-0.967741935,-0.475308642,1,0,1.923076923,0.5,0.5,0.600750382,0,0.932437858,0.82353354,1,0,0.05,-0.772494334,0.1,1.923076923,-0.35,1,0.475066498,0.744167756,0,1.923076923,2,0,0.027007942,-0.094123791,-0.5,-0.5,-0.425,-0.425,1.115783158,0,-0.425,-0.425,0,0,0,0.707893414,0.707893414,0.707893414,0.666666667,-0.365145228,0,-0.8,0.29527328,0,0,-0.855117261,0,2,0,1,1.102717105,-1.710870599,0.996113348,-1.452150622,-0.869053411,-1.155003287,0,-0.475308642,-0.701777249,-0.320184773,0,-0.566874338,0,0,0,-0.066091596,0,0,-0.37037037,0,0,0,0,-0.384615385,0,1,-0.384615385,0.712744765,0,1.142857143,2,1.923076923,1.923076923,-1.777777778,1.023717356,0,0.334138891,0.323131049,-1.189761601,-1.148690422,-0.5,-1.481200035,-0.347811121,-0.531808857,-1.613651696,-1.189551632,-0.858057103,-1.054711729,-0.041027266,-0.574288993,-0.630254916,-0.610893606,-0.5,1.923076923,0,1.049180328,2,-0.5,-0.285693268,1,-0.693286097,-0.411922932,0,0.406685535,0.799057393,0.354212345,1.009279203,0.739307192,-0.186243228,-0.366666667,0.565995081,0.110046753,0.86594301,-0.672868403,-0.504173769,0.973889882,-0.094933834,-0.276388528,0.84377484,0,0.706724677,0.47826087,0.573640314,-0.195966646,0,-1.5,-0.887016117,0,0,1.142857143,0.769230769,2,-0.5,-0.333333333,-0.333333333,0.833333333,-0.5,0.485714286,0,0.321954853,1.212619184,1.016772661,0.586848815,1.196366605,0,0.458423093,0.109025351,0.769230769,0.105263158,0,0.956152281,0,0,-0.267962389,-1.5,-0.611637897,-0.342565699,0,-0.34375,-0.365145228,1,0.561566151,0,0,0,0.328572935,0,1.307092349,0,0,-0.60211975,-0.711111111,0.400707607,1,0,-0.421052632,0,0.666666667,-0.57567804,0,-0.57567804,0.860177694,-0.271604938,0.174448293,-0.421052632,-0.523545087,1.325,1,0,0,0,0,0,0,0,0
Positive_257,0.740740741,0,0,-2.113248493,-0.5,0,0.25,0.25,0.71791261,0.208333333,-0.322580645,0.203703704,-0.5,0.555743582,0,0,0,-0.229709989,0,-0.201506522,-0.845225725,-1,1,-0.45,0.900641123,-0.4,0,0.65,0,1.582067786,0.020788217,0,0,-0.5,0,1.202396612,-1.786416466,3,3,-0.175,-0.175,0.437192772,0,-0.175,-0.175,0,0,3,-0.176973353,-0.176973353,-0.176973353,-0.166666667,-0.269709544,0,-0.8,-0.133417469,0,0,-1.455122555,0,1,3,0,0.116622135,0.823079077,0.491158024,1.222083039,0.610590146,0.898889646,0,0.203703704,0.6917369,0.482247295,0,0.304636849,0,1,-1,-1.034180778,0,1,0.740740741,0,1.111111111,0,0,0.769230769,0,1,0.769230769,0.01386774,0,0.380952381,-0.5,0,0,-0.888888889,1.700043667,0.5,-0.782729953,0.525191689,1.019184948,0.818271324,3,1.058496454,0.257356239,-0.629401347,0.788175335,1.283929453,0.814797632,0.519753402,0.532826351,-0.500044738,-0.854863508,-0.621444469,3,0,1.111111111,1.049180328,0,0,0.930544487,-1,-0.769234125,-1.028950469,0,-0.566899371,-0.154735442,0.380654255,2.014400679,0.415888193,0.056913796,0.244444444,0.507485966,-1.388660657,0.024124577,-0.149739417,-1.988745961,-0.865231333,-0.301041226,1.594743375,0.050167162,0.501001001,-0.237735878,-1.673913043,1.120477636,0.59027198,2,0,0.633009339,0,2,0.380952381,0.384615385,0,-0.25,-0.333333333,-0.333333333,0.166666667,-0.25,0.485714286,0,1.54391063,0.144793347,0.094991963,0.586848815,2.088793631,-0.666666667,-0.010340371,0.480907121,0.384615385,0.105263158,0,0.317078361,0,0,-1.340773618,0,-0.12668487,-1.409316868,0,0,-0.269709544,0.5,-0.116405979,0,0,-0.588235294,0.486117967,-0.5,-1.380773582,5.55E-16,0,1.445371043,-0.266666667,-0.391664944,-0.5,0,2.526315789,0,-0.333333333,1.483814523,0,1.483814523,-0.347691881,0.181069959,-0.234573318,2.526315789,0.962420567,0.575,1,0,0,0,0,0,0,0,0
Positive_258,0,1.153846154,1.153846154,-0.114330364,1,-0.352,0,0,-0.407049384,-0.125,-1.290322581,0.203703704,0.5,-0.244830059,1.923076923,0.5,0.5,-0.484477345,1,-0.329979608,-0.801008661,0.5,1,0.05,-2.265770103,0.1,1.153846154,-0.35,1,0.956752032,-0.358403654,0,1.923076923,1,0.579,1.298459489,-0.33221417,-0.5,-0.5,0.075,0.075,0.02704761,0,0.075,0.075,0,0,0,0.884866767,0.884866767,0.884866767,0.833333333,0,0,-0.8,0.061065853,-0.352,0,0.067939891,0,2,0,1,-0.488152493,-0.549751594,-0.014778208,-0.054166434,0.161801363,0.217409264,1,0.203703704,0.364414673,0.288013637,0,0.200472744,0,0,0,-0.413554397,0.995740499,0,0,0,0,0,0.111111111,0,0,1.5,0,-0.987102964,7.11,1.142857143,1,1.153846154,1.153846154,-1.777777778,-0.275990586,0,0.141856879,0.249579008,-0.129996802,0.14731637,-0.5,-0.220404595,1.29418698,-1.634761464,-0.33833127,-0.08493856,0.199841746,0.408405172,0.226128559,0.306457555,0.463174457,0.551677749,-0.5,1.153846154,0,1.573770492,1,0,-0.223900543,0.5,0.21427767,0.427752614,1,-0.383427673,-0.194371286,0.055515596,0,-0.050487656,-0.361036638,0.855555556,0.027525455,0.035155997,-0.650205221,-0.644312543,-0.164554305,0.871677942,-0.050432776,0.217341835,-0.517713615,-0.033533534,-0.515469998,0.47826087,0.898563137,0.263592687,-1,-3,0.399600679,0,-1,1.142857143,0.769230769,1,0,0,0,0.833333333,0,0.628571429,0,-0.37301795,-0.944734645,-0.520173317,0.481466714,0,0,0.498061181,1.370303481,0.769230769,-0.368421053,0.97395855,-0.717849316,0,0,0.170281663,-3,1.381723176,-0.130581018,0,-0.34375,0,0,-0.418928474,0,1.252252252,0,0.492510296,0,0.648260501,0,0,0.058178908,-0.266666667,0.636846096,0.5,0,-0.421052632,0,0.666666667,-0.269466317,0,-0.269466317,-0.271861719,0.181069959,0.862820651,-0.421052632,-0.665005826,1.075,1,0,0,0,0,0,0,0,0
Positive_259,0,-0.769230769,-0.769230769,0.888150582,-1.5,0,0,0,-0.059405477,0.208333333,0,-1.833333333,0.5,0.590850423,0.384615385,1,1,-0.57684374,0,-0.363781334,-0.933093485,2.50E-16,0,-0.45,2.546253643,-0.4,-0.769230769,-0.85,0.5,0.186547747,0.69808133,0,0.384615385,-1.5,0,0.27809962,1.329314017,0,0,-0.675,-0.675,0.322909695,0,-0.675,-0.675,0,0,0,-0.53092006,-0.53092006,-0.53092006,-0.5,0,0,0.2,0.370896061,0,0,-1.470556739,0,0,0,0.5,0.316733443,-0.439093537,-0.032995568,-0.480606571,-0.968990082,-1.190438407,0,-1.833333333,-0.461492611,-0.960301944,0,-1.385969418,0,0,0,0.939906795,0,0,0,0,-1.111111111,0,0,0,-1.5,0.5,0,1.316811959,0,-1.523809524,-1.5,-0.769230769,-0.769230769,-0.444444444,-0.756462415,-1,1.173273616,1.465969311,-0.27212056,-0.602825921,0,-0.718979837,1.724098007,2.604919553,-0.243353903,-0.32476189,-0.50513218,-0.028929907,-1.072683119,-1.999598673,-2.115660503,-2.219678945,0,-0.769230769,-1.111111111,0.524590164,0,-1.5,-1.17384108,0,-1.752233783,-2.128203726,0,0.998232704,-0.613439087,0.577630343,0,0.091150759,-1.027794099,0.244444444,0.409622226,0.9729589,-0.762470331,0.496805363,1.102990138,0.479824093,-1.534521993,0.354408182,0.507750732,0,-0.659000655,0.47826087,1.038225212,-1.618811075,0,-1,-0.29214021,0,0,-1.523809524,0.384615385,0,-0.75,-2.666666667,-2.666666667,-1.5,-0.75,-0.514285714,-0.555555556,-1.099795908,0.017632927,-1.0730673,-1.138784284,0,-0.333333333,-1.988797932,-0.600123353,0.384615385,-0.842105263,0,-0.813045507,-0.555555556,0,1.066472477,-1,0.1598408,0.610256475,0,-0.34375,0,0,0.82427191,0,0,1.176470588,1.09750401,-0.5,0.553832556,-0.555555556,0,0.30289492,0.177777778,-1.261377995,0.5,-0.555555556,0,-0.555555556,-0.333333333,-1.958005249,0,-1.958005249,-0.835631881,-0.271604938,0.146863437,0,0.326770614,-0.675,1,0,0,0,0,0,0,0,0
Positive_260,-0.37037037,0.769230769,0.769230769,0.751664709,0.5,0,1,1,-0.392118003,1.208333333,0,-1.154320988,1,-0.701448444,0.769230769,1,1,-0.065443301,0,0.099762618,0.516346986,0.5,0,-0.45,0.418460874,-0.4,0.769230769,-0.85,1,-0.42142053,0.324173356,0,0.769230769,0.5,0,-0.666658794,0.894244371,-0.5,-0.5,-0.675,-0.675,1.32939466,0,-0.675,-0.675,0,0,-1,-0.53092006,-0.53092006,-0.53092006,-0.5,-0.365145228,0,0.2,0.779064091,0,0,-1.773230032,0,0.5,-1,1,-0.005174932,-0.982674373,0.939996946,-0.617141508,-1.105179481,-1.331826534,0,-1.154320988,-0.560485896,-0.99871888,0,-1.132978322,0,0,0,0.61546156,0,0,-0.37037037,0,-1.111111111,0,0,-0.384615385,-1.5,1,-0.384615385,-0.148174156,0,0,0.5,0.769230769,0.769230769,0,-0.284451754,-0.5,1.220732565,0.692243648,-0.824455699,-1.115752515,-0.5,-0.899804743,0.621449656,1.195339984,-0.655495747,-0.911293147,-1.257763525,-0.805094698,-0.747699643,-0.935688928,-0.732652121,-0.889631079,-0.5,0.769230769,-1.111111111,1.049180328,1.333333333,-1,-1.379816829,0.5,-0.880310962,-1.010967463,0,0.234987421,0.124452968,0.974676099,0,-0.628911728,-0.552437634,0.244444444,0.416620421,0.986343163,-0.660814975,0.130730613,0.376869982,0.614692822,-1.217847398,-0.800538753,0.350124965,-0.5,0.043879009,0.47826087,-0.434679913,-0.396314716,-1,-1,-0.954407203,0,-1,0,0.769230769,1.333333333,-0.75,-2.666666667,-2.666666667,-0.166666667,-0.75,-0.514285714,0,-0.253209913,0.175042522,-0.013217788,-0.012457271,0,0,-0.520465317,-0.926935447,0.769230769,-0.842105263,0,-0.482746498,0,0,0.953513999,-1,-0.796181565,0.915960961,0,0,-0.365145228,1,0.260239856,0,0,0.588235294,-0.74914631,-0.5,1.421376043,5.55E-16,0,-0.629514268,-0.711111111,-0.270949066,1,0,-0.421052632,0,1,-0.939632546,0,-0.939632546,-0.299115838,-0.724279835,0.025739879,-0.421052632,-0.869329797,0.325,1,0,0,0,0,0,0,0,0
Positive_261,0,1.923076923,1.923076923,-0.285719227,2,0,0.25,0.25,2.47234371,0.208333333,-0.322580645,-1.154320988,1,0.896486448,1.923076923,1,1,-0.034995626,0,0.439837335,0.041839503,0.5,0,-0.45,0.148282785,-0.4,1.538461538,-0.85,1,0.393523681,0.985295706,0,1.923076923,1.5,0,0.267764996,-0.071443834,0,0,-0.175,-0.175,0.491749556,-0.555555556,-0.175,-0.175,-0.5,0,1,0.707893414,0.707893414,0.707893414,0.666666667,-0.269709544,0,0.2,-1.085929961,0,0,0.012440337,0,2,1,1,0.582921996,-0.903454668,0.48879655,-0.763730115,-1.390149458,-1.629325345,0,-1.154320988,-1.02649999,-1.499852533,1,-1.946960924,0,0,0,0.699198338,0,0,0,0,1.111111111,1,0,0,-1,1,0,1.042356126,0,1.142857143,2,1.923076923,1.923076923,-0.888888889,0.936882638,0,0.433783776,-1.193030691,-0.279612312,-0.413055527,0,-1.07188133,0.803986607,-1.644411694,-0.82365252,-0.130396446,-0.930276987,-1.095237295,0.025316101,-1.42089771,-1.399083474,-1.372492841,0,1.538461538,1.111111111,1.049180328,0,-0.5,-0.43379964,0.5,-1.483798094,-1.298916594,0,0.989779874,0.132735642,-0.98309282,1.00483062,1.055111055,0.90017679,0.244444444,0.363181784,0.165221696,0.095331131,-0.299002154,-0.564391897,0.476562738,1.485855551,-1.273178275,1.12639191,0.55005005,0.399391613,-0.239130435,0.507203604,-0.511452034,1,0,-1.076936449,0,1,1.142857143,-0.769230769,0,0.5,0.333333333,0.333333333,0.5,0.5,0.485714286,-0.555555556,0.182322466,-1.368363988,1.166586065,0.309193813,1.104715248,0,0.718655752,-0.449853141,-0.769230769,-0.368421053,0,0.337745976,-0.555555556,-1,-0.230939276,0,-1.612761213,0.072034174,0,0,-0.269709544,0.5,0.473931275,0,0,0.588235294,0.478261365,-0.5,0.729394711,-0.555555556,0,-1.450830643,-1.155555556,0.264700071,0.5,-0.555555556,0,-0.555555556,-0.333333333,-0.08223972,0,-0.08223972,-0.181632319,-0.271604938,-2.089501795,0,-0.148286312,-0.675,1,0,0,0,0,0,0,0,0
Positive_262,0,-0.384615385,-0.384615385,0.712623379,-1,0,0.5,0.5,-0.744636458,0.541666667,-0.322580645,0.203703704,0,-1.31226158,0.769230769,-0.5,-0.5,-0.222002069,0,0.058322191,-0.284050639,-0.5,1,0.05,1.10601619,0.1,-0.384615385,-0.35,-0.5,-0.819358514,0.983945129,1,0.769230769,-1,0,-0.734674599,0.85243496,0,0,0.075,0.075,0.005815698,-0.555555556,0.075,0.075,-0.5,1,-1,-0.53092006,-0.53092006,-0.53092006,-0.5,0,0,-0.8,-0.100072381,0,1,-0.267688389,1,0.5,-1,-0.5,0.612578392,-0.034564099,0.016302149,-0.107840847,-0.352742255,0.30042298,1,0.203703704,-0.47610907,-0.406573779,0,-0.307080689,0,0,0,0.704895318,0,0,0,-1,-1.111111111,0,0,0,0,-0.5,0,-0.197681951,0,0,-1,-0.384615385,-0.384615385,0.444444444,-0.605635864,0,0.036527792,0.855853139,-0.342355026,0.190080996,0,-0.160415317,0.641768627,-0.20075349,-0.125271756,0.09786946,-0.110690454,0.288135674,-0.088226775,-0.168456192,-0.326676757,-1.012219716,0,-0.384615385,-1.111111111,-0.524590164,2.666666667,5.00E-16,0.029155377,-0.5,-0.203379583,-0.534072988,0,0.514836478,-0.195558424,-0.091988052,0,-0.150821651,0.247151975,0.244444444,-1.024306752,0.738874866,-0.319125155,-1.142393791,0.119292665,0.793462727,-0.116393468,-0.282673366,0.703481738,-0.999499499,-0.148263389,0,-0.679257264,-0.662303241,-1,-1.5,0.244146177,0,-1,0,-0.384615385,2.666666667,0,-1.666666667,-1.666666667,-0.166666667,0,-0.514285714,0.555555556,-0.40680554,-0.260033724,-0.2389778,0.978018082,0,-0.333333333,0.010340371,1.213232446,-0.384615385,-0.368421053,0,-0.370360971,0.555555556,-1,0.028699773,-1.5,0.442344408,0.357579308,-1,0,0,0,0.921529739,0,0,0,-0.908679214,0,-0.44925046,0.555555556,-1,-0.07580079,0.622222222,-0.442906702,0,0.555555556,0,0.555555556,1,0.230971129,1.2,0.230971129,-0.478240821,0.181069959,-1.119060205,0,-0.446129498,0.325,1,0,0,0,0,0,0,0,0
Positive_263,0,-0.384615385,-0.384615385,-0.826760223,-1,0,1.5,1.5,1.138711667,1.875,0.64516129,-0.475308642,1,0.933199484,-0.384615385,-0.5,-0.5,0.018416131,0,0.31210401,0.48839274,0.5,0,0.05,-0.088543983,0.1,-0.384615385,-0.35,-0.5,1.574206034,0.533524621,1,-0.384615385,-1,0,1.001986156,-1.04510838,0,0,-0.425,-0.425,-0.025385982,-1.666666667,-0.425,-0.425,-1.5,1,0,-0.353946707,-0.353946707,-0.353946707,-0.333333333,0,10,0.2,-0.311614254,0,1,0.185981342,1,-1,0,-0.5,0.439906294,-1.182440701,0.008211177,-0.553437797,-1.413778648,-1.327877998,1,-0.475308642,-1.002901441,-1.41997878,0,-1.149416947,0,0,0,0.574019341,0,0,0,-0.5,1.111111111,0,0,0,-0.5,3.5,0,0.711182626,0,-1.142857143,-1,-0.384615385,-0.384615385,0.444444444,2.493465279,0,0.102729244,0.113662952,-0.435312407,-0.502875851,0,-0.495287322,-0.587070125,-0.940873613,-1.230045867,-0.35447781,-0.541597535,-1.328326224,0.315774621,-1.253634974,-0.940868546,-0.977617212,0,-0.384615385,1.111111111,3.672131148,0,-0.5,0.206686856,0.5,-1.457024707,-1.114383011,0,0.689251572,0.295731925,-0.334488915,2.090268795,0.769398353,-0.594092141,-1.588888889,0.905179716,-0.916862338,0.26321618,0.495596079,-0.718237763,-0.197890714,0.751640809,-1.228701398,0.783821084,1.001001001,0.360919261,-0.239130435,1.295625655,-0.280948952,0,-0.5,-0.724330478,0,0,-1.142857143,2.692307692,0,0,0,0,-1.166666667,0,0.485714286,-0.555555556,-0.646507805,1.124337144,0.841751811,-0.012457271,2.131659522,-0.333333333,0.337785437,0.049287843,2.692307692,-0.842105263,0,0.236298374,-0.555555556,-1,-1.180785565,-0.5,-0.613455398,0.292316832,-1,0.34375,0,0,0.243744911,0,0,0,1.069830336,-0.5,0.497065479,-0.555555556,-0.5,-1.043031856,-1.155555556,0.313736302,1,-0.555555556,0,-0.555555556,0.666666667,0.642169729,0,0.642169729,0.190180707,-0.724279835,0.256770188,0,0.611982057,-0.675,1,0,0,0,0,0,0,0,0
Positive_264,0.37037037,0.769230769,0.769230769,0.444246482,0.5,0,-0.5,-0.5,2.236765171,-0.458333333,-0.322580645,-0.475308642,-5.00E-16,0.331105693,2.692307692,1,1,0.838015723,0,0.717525463,-1.029240989,2.50E-16,0,1.55,0.153528332,1.6,0.769230769,-0.85,-0.5,0.358387782,-0.189652265,2,2.692307692,0.5,0,0.274198157,0.502154522,0.5,0.5,0.575,0.575,0.08077358,-1.111111111,0.575,0.575,-1,2,1,1.061840121,1.061840121,1.061840121,1,0,0,0.2,-0.659708668,0,2,0.906171408,2,3,1,-0.5,-0.328845239,-0.403090757,0.002200052,-0.401328811,-0.127443871,-0.041167218,1,-0.475308642,-0.203524382,-0.527875886,0,-0.326780631,0,1,0,0.221420425,0,0,0.37037037,-0.5,0,0,0,0.384615385,1,-0.5,0.384615385,1.138607931,0,0,0.5,0.769230769,0.769230769,-0.888888889,0.481998469,-0.5,-0.091857174,-1.399363681,-0.864284124,-1.146812739,0.5,-0.550430207,0.413482701,-1.263490077,-0.376050277,-0.786642124,-1.060972597,-0.622366676,-0.549890789,-0.485360103,-0.34522264,-0.402324779,0.5,0.769230769,0,-0.524590164,2.666666667,-0.5,0.429336832,0,-0.793627023,-0.441045853,0,0.942081761,1.095988282,-0.607384319,1.03307017,0.617171216,0.301169431,0.244444444,-0.255317285,0.254156761,0.314572654,0.080383698,0.143541576,-0.11854898,0.205553765,-0.328884407,-0.433043983,0.5,0.343860651,-1.673913043,-0.44562406,-1.224816048,1,-1,-0.454252613,0.998785507,1,0,-0.384615385,2.666666667,0.5,0.333333333,0.333333333,-0.166666667,0.5,0.771428571,-0.555555556,0.016659843,0.491804751,0.038136371,-0.012457271,1.300673607,0.666666667,-0.682464455,-0.123051399,-0.384615385,0.578947368,0,0.318756147,-0.555555556,-1,-0.307582569,-0.5,-0.437157799,0.470237441,0,0,0,0,-0.169355914,0,0,0.588235294,-0.139644412,0.5,0.027839061,-0.555555556,-1,-0.165747968,0.177777778,0.117223792,-0.5,-0.555555556,0.421052632,-0.555555556,-0.333333333,-0.187226597,0,-0.187226597,0.727243436,-0.271604938,0.562203686,0.421052632,0.804930073,-0.675,1,0,0,0,0,0,0,0,0
Positive_265,0,-0.384615385,-0.384615385,0.288885008,0.5,0,1,1,-1.182324101,1.208333333,0,0.882716049,0.5,-1.364118744,-0.384615385,-0.5,-0.5,0.655208135,0,0.550698143,-0.30944275,0,0,0.05,-0.799369671,0.1,-0.384615385,1.15,-0.5,-0.263389646,0.776207458,1,-0.384615385,0.5,0,-0.630865477,0.199476423,0,0,0.075,0.075,0.973713969,0,0.075,0.075,0,1,-1,-0.53092006,-0.53092006,-0.53092006,-0.5,-0.365145228,10,0.2,0.013859145,0,1,-0.400472263,1,0.5,-1,-0.5,0.971731609,-0.766700927,1.07621781,0.51267778,0.378549232,0.373305629,1,0.882716049,-0.182599497,0.216320241,0,0.607722838,0,0,0,0.383744616,0,0,0,0,-1.111111111,0,0,0,0.5,-0.5,0,-0.236194689,0,0.380952381,0.5,-0.384615385,-0.384615385,-0.444444444,-0.165541725,0,-0.449690087,-1.136537314,0.355875076,1.091514718,0,0.369406338,-0.445358868,0.452474189,-0.235125217,0.392789672,0.519612386,-0.093549408,0.472028102,1.06483214,0.946133183,0.221287263,0,-0.384615385,-1.111111111,-0.524590164,-0.333333333,0.5,0.185598862,0,0.72210898,0.403041452,0,0.528194969,0.321667927,0.110355868,0,-0.217505578,0.153263474,0.244444444,-0.941864744,0.295409626,0.933865733,-1.683898503,0.101240699,1.771694183,0.276365284,-0.048259767,0.946891404,-1,0.712643461,-1.673913043,0.224116674,0.413453957,-1,0,0.019407715,0,-1,0.380952381,-0.384615385,-0.333333333,0,-1.666666667,-1.666666667,0.166666667,0,-0.514285714,0.555555556,-0.498342327,-0.234134372,1.075100519,0.978018082,0,-0.333333333,0.367083154,0.806011246,-0.384615385,0.105263158,0,1.162520856,0.555555556,0,-0.430925336,0,0.015669215,-0.222344694,-1,0,-0.365145228,1,0.804768929,0,0,0,0.4348419,0,-0.152941592,0.555555556,0,-0.293132402,0.622222222,0.482165093,0.5,0.555555556,0,0.555555556,1.666666667,0.010498688,1.2,0.010498688,0.685552996,0.181069959,-0.342896328,0,-0.562326752,-0.425,1,0,0,0,0,0,0,0,0
